epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_time,val_time,learning_rate
25,0.7936386474103571,0.45034399425868055,0.7257630686469418,0.8353601496725912,91.54078364372253,22.113683938980103,0.0003
26,0.762239207898345,0.6319669532978823,0.732545901064203,0.7717492984097287,91.92078733444214,21.87194800376892,0.0003
27,0.7396482459574102,0.7010407044739921,0.7448251666471758,0.7380729653882133,91.7112717628479,22.01983880996704,0.0003
28,0.7172963884110762,0.4012373673743499,0.755116360659572,0.8662301216089804,92.14551734924316,21.965165376663208,0.0003
29,0.7099127789245587,0.5872509731553189,0.7519588352239505,0.7923292797006548,92.14205312728882,21.93946933746338,0.0003
30,0.666567000133969,1.1274140391966256,0.7683311893345808,0.6782039289055192,92.20829939842224,22.17480182647705,0.0003
31,0.6362232927964112,0.5123906900633627,0.7843527072856976,0.8157156220767072,94.5744776725769,22.03623342514038,0.0003
32,0.6179353678616408,0.3435500717388271,0.7871593965618057,0.8886810102899907,92.74226903915405,22.134191513061523,0.0003
33,0.6078649712778698,0.4196101023342961,0.7940591743655713,0.8578110383536015,92.18248319625854,21.949625968933105,0.0003
34,0.576633273496806,0.29946129612143346,0.8004911706233189,0.8980355472404116,92.79175877571106,21.956344842910767,0.0003
35,0.5569660734907489,0.307482954471306,0.807040112267571,0.8980355472404116,92.27574825286865,21.79835557937622,0.0003
36,0.5458294690351619,0.3717970810656296,0.8142907262308502,0.882132834424696,92.9083240032196,22.272252559661865,0.0003
37,0.5207752849871867,0.28762951867182307,0.8217752309671383,0.9036482694106641,92.1525707244873,21.772074460983276,0.0003
38,0.5047419874258687,0.2988544171432784,0.82961057186294,0.8886810102899907,92.74609613418579,21.745980501174927,0.0003
39,0.48748139317765415,0.30647918126726553,0.8372120219857326,0.8942937324602432,91.6286268234253,22.047232627868652,0.0003
40,0.4709231007182709,0.37182454692561234,0.8380306396912642,0.8811973807296539,92.3920955657959,22.167903184890747,0.0003
41,0.4588468336404484,0.22945620726668903,0.8417728920594083,0.9289055191768008,91.68273663520813,22.24440884590149,0.0003
42,0.4473671783005523,0.15956641834206642,0.8457490352005613,0.9513564078578111,91.90440225601196,22.018563270568848,0.0003
43,0.4219935254237362,0.16088156130750414,0.852882703777336,0.9438727782974743,91.58337616920471,22.343117237091064,0.0003
44,0.4115512577938699,0.17628271964469008,0.8622383346976962,0.9382600561272217,92.43764042854309,22.30422043800354,0.0003
45,0.3774965936962132,0.1209974459434578,0.8735820371886329,0.960710944808232,91.84652471542358,22.12347173690796,0.0003
46,0.38188160447247116,0.1336367612495261,0.8683194947959303,0.9560336763330215,92.75150632858276,22.298508644104004,0.0003
47,0.3699698841808555,0.1552761891828989,0.874985381826687,0.9485500467726847,91.85721039772034,22.069648027420044,0.0003
48,0.34255385023202295,0.5655973685120376,0.8874985381826687,0.8194574368568756,91.91952157020569,22.229963064193726,0.0003
49,0.3333097023558672,0.10735793945287465,0.8886679920477137,0.9700654817586529,92.09334778785706,22.279813289642334,0.0003
50,0.3337473200964872,0.10512167179619081,0.8856274119985966,0.961646398503274,91.8447687625885,22.193760633468628,0.0003
51,0.3139436032274895,0.11982824871687517,0.8940474798269208,0.9579045837231057,92.12856125831604,22.260287046432495,0.0003
52,0.3036565385045153,0.15505183795349736,0.8976727868085604,0.950420954162769,92.593994140625,22.49562692642212,0.0003
53,0.3160509438715248,0.18201008363638407,0.8933458075078938,0.9466791393826005,93.4500253200531,23.268962144851685,0.0003
54,0.28332451925760954,0.1608787542310567,0.9063267454098936,0.9448082319925164,94.09949898719788,22.22645139694214,0.00015
55,0.20976433113617735,0.02673179574591827,0.9303005496433165,0.9953227315247896,92.17371797561646,22.967718601226807,0.00015
56,0.19284250310265294,0.023018918705169363,0.9349783651034966,0.9962581852198317,92.39848756790161,22.19871711730957,0.00015
57,0.1807469746176258,0.013688381694104898,0.9400070167231903,0.9990645463049579,94.48347330093384,22.62299919128418,0.00015
58,0.18538386365181167,0.03588723552071423,0.9391883990176587,0.990645463049579,92.79166030883789,22.522636651992798,0.00015
59,0.1685235963194309,0.019986694394481048,0.9449187229563794,0.9962581852198317,94.93246030807495,21.633179903030396,0.00015
60,0.16687365008352725,0.061940966852625255,0.9438662144778388,0.9775491113189897,91.33095526695251,21.619701385498047,0.00015
61,0.16071011659767584,0.06150363984730743,0.9450356683428839,0.9794200187090739,91.79023551940918,21.53521180152893,7.5e-05
62,0.13631934812553576,0.00931929632202918,0.9548590808092621,0.9990645463049579,90.93630576133728,22.053199291229248,7.5e-05
63,0.11893232662152395,0.01190126038494809,0.9626944217050637,0.9962581852198317,91.57959961891174,21.644400596618652,7.5e-05
64,0.1249343748387193,0.005670142756170846,0.9569640977663432,1.0,91.03201341629028,21.995023250579834,7.5e-05
65,0.11672175908374173,0.006731857692278963,0.9623435855455502,1.0,91.59031558036804,22.14213252067566,7.5e-05
66,0.12033215885716447,0.005639865392503683,0.9588352239504152,0.9990645463049579,91.0915846824646,21.79457974433899,7.5e-05
67,0.10483619200857791,0.0074273452030309325,0.9660858379136943,1.0,91.55358338356018,22.170005798339844,7.5e-05
68,0.10250793245956127,0.00552002268813706,0.9635130394105953,1.0,91.14650201797485,22.046154499053955,7.5e-05
69,0.09774176590775671,0.004685608746540175,0.9671383463922348,1.0,91.60660338401794,21.929181814193726,7.5e-05
70,0.09607845594117496,0.0077711414608796,0.9690094725763069,0.9981290926099158,91.3925199508667,21.948595762252808,7.5e-05
71,0.10378268187230226,0.009994285114415297,0.9636299847970997,0.9981290926099158,91.121013879776,22.012105226516724,7.5e-05
72,0.10692167217695267,0.00353109452678789,0.9662027833001988,1.0,91.56920886039734,21.94003915786743,7.5e-05
73,0.10636719421148474,0.009517409073487894,0.9657350017541808,0.9981290926099158,91.36166715621948,22.21587085723877,7.5e-05
74,0.0901275681468841,0.004590850860566533,0.9706467079873699,1.0,91.88012218475342,21.80734896659851,7.5e-05
75,0.09855400753538254,0.0076096065609586976,0.9669044556192258,0.9981290926099158,91.33743834495544,21.687852144241333,7.5e-05
76,0.10076085889535721,0.007456777953637954,0.9659688925271898,0.9990645463049579,91.83186745643616,21.496761322021484,3.75e-05
77,0.08464764029246746,0.0023896689560011348,0.9714653256929014,1.0,91.27815628051758,21.583937644958496,3.75e-05
78,0.07907859505661198,0.0025190713676647306,0.9712314349198924,1.0,92.0619204044342,21.73347568511963,3.75e-05
79,0.07716088257071771,0.002416180352399161,0.974622851128523,1.0,91.08289575576782,21.8448166847229,3.75e-05
80,0.07481088549851779,0.0027006985519687646,0.9747397965150275,1.0,91.64211678504944,21.670814990997314,3.75e-05
81,0.07903848996475148,0.0019128735455612527,0.9740381241960004,1.0,91.23030591011047,21.992884397506714,3.75e-05
82,0.06635151440843452,0.0017772732710946953,0.9784820488831716,1.0,91.61577558517456,21.79855465888977,3.75e-05
83,0.07250362588092685,0.001799712727482366,0.976026195766577,1.0,91.28096628189087,21.8747079372406,3.75e-05
84,0.0766642028644298,0.0018165001099329056,0.9759092503800725,1.0,92.66587352752686,22.184757709503174,3.75e-05
85,0.07383138049898721,0.001669906577021788,0.975792304993568,1.0,91.74183011054993,21.759061574935913,3.75e-05
86,0.06517070618416748,0.0015363014471702953,0.977429540404631,1.0,91.89859008789062,22.262396097183228,3.75e-05
87,0.06296303004959912,0.001026175224930583,0.9788328850426851,1.0,91.66359543800354,22.012529373168945,3.75e-05
88,0.0766698606659345,0.0014539173730825957,0.9759092503800725,1.0,91.60448217391968,22.18066382408142,3.75e-05
89,0.07274648205575177,0.0017080001028502852,0.9770787042451176,1.0,91.71200728416443,22.183083057403564,3.75e-05
90,0.06685677554755402,0.001529478319383346,0.9784820488831716,1.0,91.66592407226562,22.114103078842163,3.75e-05
91,0.07381597099184911,0.0013838943537210532,0.976493977312595,1.0,92.1727180480957,22.123374223709106,1.875e-05
92,0.06558895415515491,0.0011620123450221235,0.978365103496667,1.0,91.75377106666565,22.101502656936646,1.875e-05
93,0.056505575502088956,0.001775530695065537,0.9808209566132616,1.0,91.74658870697021,22.09712290763855,1.875e-05
94,0.0645431185965905,0.0010828294885468224,0.9801192842942346,1.0,91.91026186943054,21.990257263183594,1.875e-05
95,0.060893282237480105,0.0009988398070882836,0.9775464857911356,1.0,91.94983720779419,21.768293619155884,1.875e-05
96,0.05054467137914943,0.0008466260846986772,0.9846801543679102,1.0,91.35829663276672,21.752697467803955,1.875e-05
97,0.0568296199247772,0.0009832696010195845,0.9804701204537482,1.0,91.87863969802856,21.812417030334473,1.875e-05
98,0.058144143258904706,0.0009172832976690785,0.9807040112267571,1.0,91.20490455627441,21.960930585861206,1.875e-05
99,0.057266473680110126,0.0007320208182910161,0.9812887381592796,1.0,91.58158302307129,21.998480558395386,1.875e-05
100,0.0626894796397711,0.0007647739847740597,0.9817565197052976,1.0,91.58897423744202,22.29072904586792,1.875e-05
