epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,train_kappa,train_mcc,train_specificity,train_balanced_accuracy,train_auc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_kappa,val_mcc,val_specificity,val_balanced_accuracy,val_auc
16,1.1137777739039092,0.611273535259034,0.6060043374880466,0.611273535259034,0.6063618364837687,0.5611338075001888,0.5616679355397537,0.9511984938620943,0.6094074389438952,0.9148085080964345,0.9069164671184523,0.6604303086997194,0.6765537200236212,0.6604303086997194,0.6387285150627936,0.6164125872605093,0.6228522768463668,0.9571980640397919,0.6640186877839168,0.9552742589366106
17,1.0661461932079814,0.6225002923634663,0.6179977508693831,0.6225002923634663,0.6186879592922736,0.5737928364392565,0.5741651355162081,0.9526066370419434,0.6200782989414351,0.9223357019061486,0.7817798956061033,0.7221702525724977,0.7448634241818884,0.7221702525724977,0.7179626249324833,0.6851014491603677,0.6899068324484142,0.9647088087019596,0.7139030421526706,0.9628466744432868
18,1.0253024809271376,0.6405098818851597,0.6368243051296144,0.6405098818851597,0.6372033271422173,0.5941496522952319,0.5944936351272427,0.9548672872038976,0.6382050465660234,0.9284468425803745,0.7850799022186825,0.7315247895229187,0.7435175233339449,0.7315247895229187,0.7281675523599768,0.6977503903690896,0.700400514841787,0.9664632124602329,0.7380537475483663,0.9625493208276824
19,1.0097670101116751,0.6489299497134838,0.6444028917150223,0.6489299497134838,0.6448807929264821,0.6036635852443444,0.604105433679079,0.9559375210728316,0.6460099438098834,0.9302207675249412,0.8569142856329346,0.695977549111319,0.7286282497636352,0.695977549111319,0.6985865393817302,0.6559027643658182,0.6590327870054856,0.9616339548192602,0.6862843730776065,0.9560480969884885
20,0.954808207872872,0.6685767746462402,0.6646208154524008,0.6685767746462402,0.6654119119390901,0.6258867452771423,0.6261837669814414,0.9583978743500098,0.6665900412625738,0.937137381584106,0.7425091331268647,0.7184284377923292,0.7349267273121722,0.7184284377923292,0.7134993996466761,0.682677325317649,0.6859573212102413,0.9647336205868187,0.7239734070667938,0.9680787647203647
21,0.9168486781209428,0.6780493509531049,0.6745122808493702,0.6780493509531049,0.6752918854295122,0.6366276430427406,0.6368618012897819,0.9596011565956302,0.6761708078646544,0.9422501336605733,0.7739483279857173,0.7324602432179607,0.7802314658517389,0.7324602432179607,0.7326282058871516,0.6961305429882243,0.7045669089985401,0.9658327723766562,0.7183833698105526,0.9657722010168518
22,0.8728431596934239,0.6992164659104199,0.6961237028777825,0.6992164659104199,0.6966622993000798,0.6604901928775126,0.6607457466162414,0.9622399142166042,0.6975459808224347,0.9468068618474231,0.8825709736044172,0.6856875584658559,0.7678948078429393,0.6856875584658559,0.682520904531395,0.647147237124279,0.65674320340587,0.9610319893108383,0.69662195324631,0.9625191737677594
23,0.854333675241916,0.6989825751374108,0.6963766910017783,0.6989825751374108,0.6968718472994134,0.6603000391491229,0.6604819555819671,0.9622304064444409,0.6975804592499535,0.9494816932582322,0.7278410720903037,0.7427502338634238,0.7956814496658557,0.7427502338634238,0.7483740239323351,0.7096775467839116,0.7174589545201506,0.9677065219144342,0.7422339225609516,0.9704596381137084
24,0.8345990067887529,0.7131329669044556,0.7104603154710769,0.7131329669044556,0.7109460509656026,0.6762647436527258,0.6764722316669969,0.9640009315860194,0.7119819789018306,0.9519148128153394,0.6387183431383056,0.7708138447146866,0.8104786854999083,0.7708138447146866,0.7716961275382863,0.7419746688787392,0.7465947878321891,0.971471425590969,0.773506311179931,0.9784888355914586
25,0.7936386474103571,0.7257630686469418,0.723957024222622,0.7257630686469418,0.7240939826692879,0.6904809751896177,0.6906538346292492,0.965557658318461,0.7249035519721914,0.9567412363115242,0.45034399425868055,0.8353601496725912,0.8413084329832273,0.8353601496725912,0.8283811068425246,0.8142660833030595,0.8164049030619198,0.979352245786678,0.834571806427911,0.9879885357106646
26,0.762239207898345,0.732545901064203,0.731190752437057,0.732545901064203,0.731312598773811,0.698160762995349,0.6982921371199969,0.9664293919281663,0.7311249811184412,0.9595091998782315,0.6319669532978823,0.7717492984097287,0.7981100431042301,0.7717492984097287,0.7674342540171125,0.7422454555785583,0.7455323467112265,0.9712688966087707,0.7712415885874412,0.9819333642455267
27,0.7396482459574102,0.7448251666471758,0.7425197099296529,0.7448251666471758,0.7430403728579823,0.7120396104534183,0.7121921538841672,0.9679804429541501,0.7433170384583181,0.9618071130189061,0.7010407044739921,0.7380729653882133,0.7840875460815057,0.7380729653882133,0.7317951215880915,0.7033689603742078,0.7117818904800532,0.9667326063940092,0.7349123937974157,0.9763514012872242
28,0.7172963884110762,0.755116360659572,0.7536861858528514,0.755116360659572,0.753886209165035,0.7236012244980181,0.7237302523225809,0.9692596163348463,0.7530186178838996,0.9639530029183897,0.4012373673743499,0.8662301216089804,0.8723126655322873,0.8662301216089804,0.8668770514582943,0.8493110579681287,0.8499630464122672,0.983298889220319,0.8717418753766631,0.9904832301867244
29,0.7099127789245587,0.7519588352239505,0.7504259911195759,0.7519588352239505,0.7508292454843711,0.7200876505623012,0.7201791267229651,0.9688682810801611,0.7507281442864147,0.9652164146428144,0.5872509731553189,0.7923292797006548,0.8324947037520083,0.7923292797006548,0.7884936465537373,0.7649730427789905,0.7721489410520024,0.973614118070011,0.789890486388422,0.9835776282581848
30,0.666567000133969,0.7683311893345808,0.7670080124568381,0.7683311893345808,0.7671943094879873,0.7385337064388799,0.7386517365551375,0.9709045082282791,0.7672522834454332,0.968873545116565,1.1274140391966256,0.6782039289055192,0.7766332249756066,0.6782039289055192,0.6665871113119087,0.6399439945952826,0.6521392494702711,0.9602429230140985,0.7019116190469222,0.9637675838696437
31,0.6362232927964112,0.7843527072856976,0.7830667236082127,0.7843527072856976,0.7833311695824711,0.7566585785088795,0.7567486041659123,0.9729439826917857,0.7826973707563817,0.971459383323915,0.5123906900633627,0.8157156220767072,0.8537674204061484,0.8157156220767072,0.8213321217143175,0.7927399488820281,0.7964242558215023,0.9771128918334545,0.8246628093312542,0.9864419222107542
32,0.6179353678616408,0.7871593965618057,0.7859597925732165,0.7871593965618057,0.786100396227629,0.7598763099509793,0.7599777546638014,0.9733093650443592,0.7862046885105765,0.9730835414549177,0.3435500717388271,0.8886810102899907,0.8969884694464412,0.8886810102899907,0.8876530371584408,0.8743272346479096,0.8756306419859482,0.9860050221636383,0.8842572193785666,0.9931713660816488
33,0.6078649712778698,0.7940591743655713,0.792506920049543,0.7940591743655713,0.7929994539981925,0.7676582272192038,0.7677255529665122,0.9741889536741719,0.7921442424378479,0.973835725305409,0.4196101023342961,0.8578110383536015,0.8802086184403161,0.8578110383536015,0.8548494622783189,0.8394116001814536,0.8426571796901231,0.9820878155968332,0.8531018618405399,0.9910027032625882
34,0.576633273496806,0.8004911706233189,0.799466004007725,0.8004911706233189,0.7997917816474323,0.7748728548364932,0.774921735794579,0.9749790863880968,0.7982396487895309,0.9764252380863314,0.29946129612143346,0.8980355472404116,0.9075246525471156,0.8980355472404116,0.8975551463900769,0.8851136036473062,0.8864412832784831,0.9873073112979566,0.9012368992670924,0.9958307190927072
35,0.5569660734907489,0.807040112267571,0.805915218804694,0.807040112267571,0.8061374017225019,0.7823071151844334,0.7823856712485054,0.9757973819054097,0.8062780340060882,0.978098108414868,0.307482954471306,0.8980355472404116,0.9035654695739841,0.8980355472404116,0.8980402458573167,0.8849625232995293,0.8856326838099564,0.9872073200628478,0.8968470760837415,0.994815530159618
36,0.5458294690351619,0.8142907262308502,0.8135084623424426,0.8142907262308502,0.8137059987076096,0.7904516968203891,0.7905007658607864,0.9767048419162454,0.8125103832945066,0.9790552435156891,0.3717970810656296,0.882132834424696,0.8941712691847599,0.882132834424696,0.8804089910528357,0.8671296456139486,0.8690218061081977,0.9852770094844695,0.8836747835417942,0.992453985152712
37,0.5207752849871867,0.8217752309671383,0.8205922280278896,0.8217752309671383,0.8209328582187774,0.7989192855379308,0.7989788945989507,0.9776580063434649,0.8197897746537035,0.9805458454943226,0.28762951867182307,0.9036482694106641,0.9153097116279887,0.9036482694106641,0.9034542144999862,0.8915021318820572,0.8931443905421591,0.9879971615152088,0.9103349787141524,0.9964070256835803
38,0.5047419874258687,0.82961057186294,0.8285495521643508,0.82961057186294,0.8288323920286895,0.8077743051779761,0.8078336431179842,0.9786356328061697,0.828483679075271,0.9814522918956157,0.2988544171432784,0.8886810102899907,0.8990463481709766,0.8886810102899907,0.8875172239052735,0.8744512652481149,0.8760676460052906,0.9860117050188045,0.8921982412648012,0.9956869131622859
39,0.48748139317765415,0.8372120219857326,0.8364624667441535,0.8372120219857326,0.8366721173107873,0.816307795315665,0.8163509357278416,0.9795711339341349,0.835471133456882,0.9826964517969444,0.30647918126726553,0.8942937324602432,0.9043837852036647,0.8942937324602432,0.8946787047600263,0.8808384917013983,0.8820211584978921,0.9867952464683744,0.8961576354750874,0.995290327835979
40,0.4709231007182709,0.8380306396912642,0.8373408831728857,0.8380306396912642,0.8375142127545281,0.8172606525271053,0.8173016447506296,0.9796867667180155,0.8367079357717447,0.9839303740233536,0.37182454692561234,0.8811973807296539,0.9009842955026177,0.8811973807296539,0.8787190837065305,0.8663469802232161,0.8695541763232626,0.9851914443650749,0.8936424300278762,0.9959968496744206
41,0.4588468336404484,0.8417728920594083,0.841286360326679,0.8417728920594083,0.8413736990162689,0.8215001133067832,0.8215356794467071,0.9801670383947538,0.8406358856960201,0.9850897986445961,0.22945620726668903,0.9289055191768008,0.935504099146501,0.9289055191768008,0.9297313842414877,0.9198275053904565,0.9205061571590568,0.9911065710043737,0.9292399523886261,0.9972992170106671
42,0.4473671783005523,0.8457490352005613,0.845256266845223,0.8457490352005613,0.8453610906396044,0.8259673537139164,0.826000803749506,0.9806532320441522,0.8443291151208923,0.9855233125576098,0.15956641834206642,0.9513564078578111,0.9538464235550589,0.9513564078578111,0.9509045512615987,0.9451641829031179,0.9455839513611878,0.9939321361023988,0.9538657866806063,0.9990059395700432
43,0.4219935254237362,0.852882703777336,0.852605211857789,0.852882703777336,0.852594945586997,0.8340133127484267,0.8340503885654967,0.981543660496221,0.8516277281804709,0.9872525166568177,0.16088156130750414,0.9438727782974743,0.9453163067917406,0.9438727782974743,0.9425492826425562,0.9366774935581641,0.9371291914300539,0.9929481565009984,0.9434677304316321,0.9989297431214423
44,0.4115512577938699,0.8622383346976962,0.8618365991137661,0.8622383346976962,0.8619347952381173,0.8445814833008009,0.8446060647618138,0.9827342136573258,0.8606365013090709,0.9876517064051463,0.17628271964469008,0.9382600561272217,0.9424758761356331,0.9382600561272217,0.9370058778808881,0.9303389157775632,0.9311126399634254,0.9922433966844009,0.937232860317743,0.9989803702962067
45,0.3774965936962132,0.8735820371886329,0.8731113989585536,0.8735820371886329,0.8732445242752372,0.8573695082194719,0.8573957210568773,0.9841401871838988,0.8724891029378274,0.9893439252089268,0.1209974459434578,0.960710944808232,0.9618321738771692,0.960710944808232,0.9606784179380368,0.955666279593336,0.9558164738219551,0.9950303057065246,0.9604188542206974,0.9991927696448835
46,0.38188160447247116,0.8683194947959303,0.8679965458633543,0.8683194947959303,0.8680614694021718,0.8514413799318743,0.8514641646105491,0.9834875185246338,0.8672418305362017,0.9892330617430232,0.1336367612495261,0.9560336763330215,0.9570386811352143,0.9560336763330215,0.9561675997896087,0.9504281532333734,0.950518239769182,0.9944979420389934,0.958550876080164,0.9990223615032718
47,0.3699698841808555,0.874985381826687,0.874743759141533,0.874985381826687,0.8748212625328448,0.8589742529577316,0.858984567429126,0.984332568520171,0.8738866312509166,0.9900550171112064,0.1552761891828989,0.9485500467726847,0.9531861607480734,0.9485500467726847,0.9495088748191064,0.9419811185767981,0.942352160142276,0.9935556450082937,0.9499598742693406,0.9987672431265775
48,0.34255385023202295,0.8874985381826687,0.8873121777619215,0.8874985381826687,0.8872977313620614,0.8730743251307347,0.873099030185885,0.9858942172555852,0.8859132813121202,0.9911547098916541,0.5655973685120376,0.8194574368568756,0.8646590941066536,0.8194574368568756,0.8219216092568932,0.7968703079972157,0.8035369349772166,0.9775251927313052,0.8282298974043897,0.9915017443740543
49,0.3333097023558672,0.8886679920477137,0.8885470733893626,0.8886679920477137,0.8885259931307012,0.8743917904337967,0.8744117859068997,0.986037540228947,0.8873530341352679,0.9917613491445589,0.10735793945287465,0.9700654817586529,0.9707732259287779,0.9700654817586529,0.9699664093721904,0.966246357777951,0.9663770174078568,0.996259509772484,0.9715963298248952,0.9994655992389071
50,0.3337473200964872,0.8856274119985966,0.8854053293728842,0.8856274119985966,0.8854720756604023,0.8709708685061648,0.8709820475179699,0.9856559395628829,0.8847963611438159,0.9916797378756037,0.10512167179619081,0.961646398503274,0.9626941061237517,0.961646398503274,0.9611030088767971,0.956760185709522,0.9570217469258098,0.9952159113884103,0.9638776147592494,0.9997092142337163
51,0.3139436032274895,0.8940474798269208,0.8938649257271426,0.8940474798269208,0.8939193172459781,0.8804755573228582,0.8804842977894667,0.9867171252802065,0.893195809669398,0.9925424097128227,0.11982824871687517,0.9579045837231057,0.960551953763149,0.9579045837231057,0.9581227770893633,0.9525079326215858,0.9528015360171401,0.9947109184546203,0.9575742470965005,0.9994853399882412
52,0.3036565385045153,0.8976727868085604,0.8976225750385148,0.8976727868085604,0.8976364385520235,0.8845692295741899,0.8845719476922077,0.9871718307940092,0.8970245383324296,0.9930708281294949,0.15505183795349736,0.950420954162769,0.9520829659059152,0.950420954162769,0.9503554412621333,0.9440317453418235,0.9442598366153145,0.9937140386371848,0.9487072506954893,0.9983353966276061
53,0.3160509438715248,0.8933458075078938,0.8931426287854755,0.8933458075078938,0.8932140708981935,0.8796798781510891,0.8796873661582014,0.9866298966877037,0.8922265298269664,0.9927502262851667,0.18201008363638407,0.9466791393826005,0.9519923342017035,0.9466791393826005,0.9469440778972972,0.9399333414167462,0.9406159515231556,0.9933821230028903,0.9518598676318728,0.9989151248839627
54,0.28332451925760954,0.9063267454098936,0.9064121828447965,0.9063267454098936,0.9063180100110041,0.8943352088374003,0.8943472409148041,0.9882538090973073,0.9060438659929955,0.9938856061934044,0.1608787542310567,0.9448082319925164,0.9482357478212096,0.9448082319925164,0.9443694907034277,0.9377570798102051,0.9382960622936893,0.9930966273531003,0.9451884897950098,0.9988361520492326
55,0.20976433113617735,0.9303005496433165,0.9302308087937989,0.9303005496433165,0.9302438875436325,0.9213730106090207,0.9213786731766452,0.9912536687190582,0.9299039791675389,0.9964552043036898,0.02673179574591827,0.9953227315247896,0.9953659815595898,0.9953227315247896,0.9953182058391664,0.9947245463060473,0.9947324036456666,0.9994131599769154,0.9958891623370705,0.999996287164923
56,0.19284250310265294,0.9349783651034966,0.9348877888834272,0.9349783651034966,0.9349032505951734,0.9266499218642571,0.9266569752715622,0.991845496199661,0.9343687094646279,0.9970715051697058,0.023018918705169363,0.9962581852198317,0.996315105198903,0.9962581852198317,0.9962707915982056,0.9957794787518075,0.9957834111887224,0.9995356798044706,0.9963289319700736,0.9999857358362072
57,0.1807469746176258,0.9400070167231903,0.9399569458011295,0.9400070167231903,0.9399762421488949,0.9323289396935113,0.9323302341594585,0.9924862695461621,0.9394399302782119,0.9973663713756342,0.013688381694104898,0.9990645463049579,0.9990703928905519,0.9990645463049579,0.999063795818403,0.9989447634503175,0.9989457509537731,0.9998778998673737,0.9989517819706499,0.9999927011212498
58,0.18538386365181167,0.9391883990176587,0.9391615785190619,0.9391883990176587,0.9391691835139344,0.9314039169274857,0.9314054692247062,0.9923748047564492,0.9389949042957976,0.9973298067693475,0.03588723552071423,0.990645463049579,0.9907893743795437,0.990645463049579,0.9905997235736238,0.9894503420990562,0.9894864863825342,0.9988186342538652,0.9923623248185994,0.9999601721582771
59,0.1685235963194309,0.9449187229563794,0.9448710843888857,0.9449187229563794,0.9448808382137941,0.9378706348255189,0.9378740637706009,0.993095634047349,0.9449458721858428,0.9977757328202643,0.019986694394481048,0.9962581852198317,0.9962835315864607,0.9962581852198317,0.9962461684467081,0.9957793454432032,0.9957852428810241,0.9995301703082142,0.9964276247620424,0.99998856017169
60,0.16687365008352725,0.9438662144778388,0.943800182560193,0.9438662144778388,0.943824730234453,0.936679482738044,0.9366816080755906,0.9929677360954715,0.9432730499634295,0.9976974468060688,0.061940966852625255,0.9775491113189897,0.9792653522775131,0.9775491113189897,0.9776015543231107,0.9746864667907874,0.9749308089257653,0.9971803053315005,0.9805102769116046,0.9998902271287476
61,0.16071011659767584,0.9450356683428839,0.9450591889861865,0.9450356683428839,0.9450198141429267,0.9379933970420578,0.9380004395075583,0.9931034628354808,0.9443729596573962,0.9979408496663156,0.06150363984730743,0.9794200187090739,0.9800980138034459,0.9794200187090739,0.9793924535209437,0.9767884848460922,0.976878150674977,0.9974255913517247,0.9799607346721575,0.9998006414517353
62,0.13631934812553576,0.9548590808092621,0.9548702672021205,0.9548590808092621,0.9548452231055934,0.9490773782139305,0.9490822148056147,0.9943320266767491,0.9546698833321994,0.9984820841654813,0.00931929632202918,0.9990645463049579,0.999073628379667,0.9990645463049579,0.9990653524203217,0.9989448780194107,0.9989458655226598,0.9998850970824302,0.9993011879804333,1.0
63,0.11893232662152395,0.9626944217050637,0.9627085808041003,0.9626944217050637,0.9626875446061653,0.9579149127928702,0.95791866000489,0.9953161974976611,0.9621580823839074,0.9987711907731147,0.01190126038494809,0.9962581852198317,0.9963477062494712,0.9962581852198317,0.996273120538154,0.9957795495685784,0.9957864312081197,0.9995376489257518,0.9963289319700736,0.9999992320747038
64,0.1249343748387193,0.9569640977663432,0.9569267402294198,0.9569640977663432,0.9569321731701943,0.9514535541179276,0.9514568588045553,0.994597128348704,0.9569299008355063,0.9986527487336391,0.005670142756170846,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999894725,1.0,1.0
65,0.11672175908374173,0.9623435855455502,0.9622962225228077,0.9623435855455502,0.9623086837638353,0.9575236049178861,0.9575262936005631,0.9952808433307347,0.9620057539278309,0.9987474590873622,0.006731857692278963,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999894725,1.0,1.0
66,0.12033215885716447,0.9588352239504152,0.9588283917204048,0.9588352239504152,0.9588232206251905,0.9535655829647086,0.9535675695044555,0.9948410099879692,0.958378616703687,0.9987801744707673,0.005639865392503683,0.9990645463049579,0.9990715273026821,0.9990645463049579,0.9990640813759866,0.9989447905325304,0.9989457769730516,0.9998812915374321,0.9989517819706499,1.0
67,0.10483619200857791,0.9660858379136943,0.9660944347310997,0.9660858379136943,0.9660819658792504,0.961746905162825,0.9617489232950687,0.9957505912622349,0.9661256964046488,0.9990491703871925,0.0074273452030309325,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999894725,1.0,1.0
68,0.10250793245956127,0.9635130394105953,0.9634940046425549,0.9635130394105953,0.9634827448297864,0.95884031953246,0.9588455152597224,0.9954204245908187,0.9631884941721024,0.9991371829573988,0.00552002268813706,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999894725,1.0,1.0
69,0.09774176590775671,0.9671383463922348,0.9671265921975388,0.9671383463922348,0.9671307327225354,0.9629326646942105,0.9629330509315694,0.9958821896323143,0.9669108507390841,0.9992160767531444,0.004685608746540175,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999894725,1.0,1.0
70,0.09607845594117496,0.9690094725763069,0.9690350640703302,0.9690094725763069,0.9690123048141032,0.965043399966867,0.9650458414816797,0.9961170206433577,0.9688178300501158,0.9992594634251267,0.0077711414608796,0.9981290926099158,0.9981440689383667,0.9981290926099158,0.9981291596132927,0.9978896706385868,0.9978916406871198,0.9997647006548402,0.9982529699510833,0.9999992320747038
71,0.10378268187230226,0.9636299847970997,0.9635999897541434,0.9636299847970997,0.9636025991760108,0.9589714465683811,0.9589747952865921,0.9954449542482828,0.9626202642615544,0.9990846545739832,0.009994285114415297,0.9981290926099158,0.9981608029046629,0.9981290926099158,0.9981324969777685,0.9978895810650608,0.9978925365605598,0.9997668182242889,0.9978294475149821,0.9999924639527306
72,0.10692167217695267,0.9662027833001988,0.9662081255832011,0.9662027833001988,0.9662020141153338,0.961878280777087,0.9618790970277725,0.9957714421404668,0.9658947011069325,0.9990834604082155,0.00353109452678789,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999894725,1.0,1.0
73,0.10636719421148474,0.9657350017541808,0.9657092890843857,0.9657350017541808,0.965711155551091,0.9613458509901804,0.9613487933113909,0.9957034458231493,0.964978378956194,0.9989619756387363,0.009517409073487894,0.9981290926099158,0.9981454281445904,0.9981290926099158,0.9981295025880985,0.9978897060492791,0.9978916764366899,0.9997667440002053,0.9982529699510833,1.0
74,0.0901275681468841,0.9706467079873699,0.9706449715734476,0.9706467079873699,0.9706415969055506,0.9668894042131875,0.966890478475532,0.9963205351586095,0.9704004693359872,0.9993169273827193,0.004590850860566533,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999894725,1.0,1.0
75,0.09855400753538254,0.9669044556192258,0.9669046211950547,0.9669044556192258,0.9668926799848828,0.9626666626761058,0.9626695014391374,0.9958444206167084,0.9667390393044387,0.9991176558026008,0.0076096065609586976,0.9981290926099158,0.9981471897047639,0.9981290926099158,0.9981301209424458,0.9978897810327044,0.9978917530650734,0.9997700722745615,0.9983350044055541,1.0
76,0.10076085889535721,0.9659688925271898,0.9660073571236076,0.9659688925271898,0.9659791320885909,0.961612879792011,0.9616150459413946,0.9957312976244643,0.9659241167625259,0.9991733979626957,0.007456777953637954,0.9990645463049579,0.999073628379667,0.9990645463049579,0.9990653524203217,0.9989448780194107,0.9989458655226598,0.9998850970824302,0.9993011879804333,1.0
77,0.08464764029246746,0.9714653256929014,0.971488410334532,0.9714653256929014,0.9714692853986223,0.9678153652845068,0.9678171581693253,0.9964284318997324,0.9715227913719457,0.999402582316217,0.0023896689560011348,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999894725,1.0,1.0
78,0.07907859505661198,0.9712314349198924,0.9712669776310002,0.9712314349198924,0.9712366320179682,0.9675483230154633,0.9675512496993645,0.9963967873788538,0.9706431491643964,0.9994868748618679,0.0025190713676647306,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999894725,1.0,1.0
